timestamp,src_ip,dst_ip,protocol,length
2025-06-24 23:39:41,192.168.7.149,192.168.7.73,6,54
2025-06-24 23:39:41,192.168.7.149,192.168.7.73,6,54
2025-06-24 23:39:41,192.168.7.149,192.168.7.73,6,54
2025-06-24 23:39:41,192.168.7.149,20.192.44.68,6,85
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,54
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,54
2025-06-24 23:39:41,192.168.7.149,192.168.7.73,6,54
2025-06-24 23:39:41,192.168.7.149,192.168.7.73,6,54
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,54
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,54
2025-06-24 23:39:41,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:41,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:41,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:41,13.107.137.11,192.168.7.149,6,504
2025-06-24 23:39:41,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:41,13.107.137.11,192.168.7.149,6,1302
2025-06-24 23:39:41,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:41,20.192.44.68,192.168.7.149,6,56
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,55
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,55
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,133
2025-06-24 23:39:41,192.168.7.73,192.168.7.149,6,139
2025-06-24 23:39:41,192.168.7.149,192.168.7.73,6,54
2025-06-24 23:39:41,192.168.7.149,192.168.7.73,6,54
2025-06-24 23:39:41,20.192.44.68,192.168.7.149,6,158
2025-06-24 23:39:41,20.192.44.80,192.168.7.149,6,158
2025-06-24 23:39:41,104.26.7.95,192.168.7.149,6,516
2025-06-24 23:39:41,104.26.7.95,192.168.7.149,6,176
2025-06-24 23:39:41,104.26.7.95,192.168.7.149,6,85
2025-06-24 23:39:41,192.168.7.149,104.26.7.95,6,54
2025-06-24 23:39:41,192.168.7.149,104.26.7.95,6,89
2025-06-24 23:39:41,192.168.7.149,20.192.44.68,6,54
2025-06-24 23:39:41,192.168.7.149,20.192.44.80,6,54
2025-06-24 23:39:41,104.26.7.95,192.168.7.149,6,56
2025-06-24 23:39:41,192.168.7.149,20.192.44.80,6,85
2025-06-24 23:39:41,20.192.44.80,192.168.7.149,6,56
2025-06-24 23:39:41,192.168.7.149,142.251.43.165,6,55
2025-06-24 23:39:41,142.251.43.165,192.168.7.149,6,70
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,109
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,112
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,74
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,993
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:43,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:43,192.168.7.149,52.168.117.169,6,1183
2025-06-24 23:39:43,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:43,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:43,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:43,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:43,192.168.7.149,52.168.117.169,6,860
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,333
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,331
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:43,192.168.7.149,13.107.137.11,6,138
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:43,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:43,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:43,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:43,52.168.117.169,192.168.7.149,6,499
2025-06-24 23:39:43,192.168.7.149,52.168.117.169,6,54
2025-06-24 23:39:44,192.168.7.149,13.107.246.48,6,55
2025-06-24 23:39:44,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:44,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:44,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:44,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:44,13.107.137.11,192.168.7.149,6,437
2025-06-24 23:39:44,13.107.137.11,192.168.7.149,6,1333
2025-06-24 23:39:44,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:44,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:44,192.168.7.149,13.107.137.11,6,66
2025-06-24 23:39:44,13.107.246.48,192.168.7.149,6,66
2025-06-24 23:39:44,192.168.7.149,131.253.33.254,6,55
2025-06-24 23:39:44,131.253.33.254,192.168.7.149,6,66
2025-06-24 23:39:45,192.168.7.149,13.107.4.254,6,55
2025-06-24 23:39:45,13.107.4.254,192.168.7.149,6,66
2025-06-24 23:39:45,192.168.7.149,204.79.197.222,6,55
2025-06-24 23:39:45,20.192.44.68,192.168.7.149,6,81
2025-06-24 23:39:45,204.79.197.222,192.168.7.149,6,66
2025-06-24 23:39:45,192.168.7.149,20.192.44.68,6,54
2025-06-24 23:39:45,192.168.7.149,40.104.68.66,6,55
2025-06-24 23:39:45,40.104.68.66,192.168.7.149,6,66
2025-06-24 23:39:45,192.168.7.149,52.168.117.169,6,1183
2025-06-24 23:39:45,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:45,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:45,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:45,192.168.7.149,52.168.117.169,6,749
2025-06-24 23:39:45,20.192.44.80,192.168.7.149,6,81
2025-06-24 23:39:46,192.168.7.149,20.192.44.80,6,54
2025-06-24 23:39:46,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:46,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:46,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:46,52.168.117.169,192.168.7.149,6,499
2025-06-24 23:39:46,192.168.7.149,52.168.117.169,6,54
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,109
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:47,192.168.7.149,13.107.137.11,6,1238
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:47,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:48,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:48,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:48,13.107.137.11,192.168.7.149,6,331
2025-06-24 23:39:48,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:48,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:48,192.168.7.149,13.107.137.11,6,66
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1183
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1204
2025-06-24 23:39:48,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:48,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:48,192.168.7.149,13.107.137.11,6,138
2025-06-24 23:39:48,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:48,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:48,52.168.117.169,192.168.7.149,6,499
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,54
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1183
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:48,192.168.7.149,52.168.117.169,6,1211
2025-06-24 23:39:48,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:49,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:49,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:49,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:49,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:49,13.107.137.11,192.168.7.149,6,385
2025-06-24 23:39:49,13.107.137.11,192.168.7.149,6,776
2025-06-24 23:39:49,52.168.117.169,192.168.7.149,6,499
2025-06-24 23:39:49,192.168.7.149,52.168.117.169,6,54
2025-06-24 23:39:49,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:49,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:49,142.250.193.106,192.168.7.149,17,124
2025-06-24 23:39:49,192.168.7.149,142.250.193.106,17,75
2025-06-24 23:39:49,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:49,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:50,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:50,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:50,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:50,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:50,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:50,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:50,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:51,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:51,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:51,192.168.7.149,104.26.7.95,6,113
2025-06-24 23:39:51,104.26.7.95,192.168.7.149,6,56
2025-06-24 23:39:51,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:51,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:51,104.26.7.95,192.168.7.149,6,505
2025-06-24 23:39:51,104.26.7.95,192.168.7.149,6,176
2025-06-24 23:39:51,104.26.7.95,192.168.7.149,6,85
2025-06-24 23:39:51,192.168.7.149,104.26.7.95,6,54
2025-06-24 23:39:51,192.168.7.149,104.26.7.95,6,89
2025-06-24 23:39:51,104.26.7.95,192.168.7.149,6,56
2025-06-24 23:39:51,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:51,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:52,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:52,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,113
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:53,192.168.7.149,13.107.137.11,6,156
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:53,192.168.7.149,74.125.24.188,6,55
2025-06-24 23:39:53,74.125.24.188,192.168.7.149,6,66
2025-06-24 23:39:54,192.168.7.149,20.192.44.68,6,82
2025-06-24 23:39:54,20.192.44.68,192.168.7.149,6,56
2025-06-24 23:39:54,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:54,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,331
2025-06-24 23:39:54,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:54,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:54,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:54,192.168.7.149,13.107.137.11,6,138
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:54,192.168.7.149,20.192.44.80,6,82
2025-06-24 23:39:54,20.192.44.80,192.168.7.149,6,56
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:54,13.107.137.11,192.168.7.149,6,385
2025-06-24 23:39:55,13.107.137.11,192.168.7.149,6,776
2025-06-24 23:39:55,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:55,192.168.7.149,13.107.137.11,6,66
2025-06-24 23:39:55,142.250.193.106,192.168.7.149,17,124
2025-06-24 23:39:55,192.168.7.149,142.250.193.106,17,75
2025-06-24 23:39:56,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:56,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,109
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,352
2025-06-24 23:39:56,192.168.7.149,20.192.44.68,6,85
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,20.192.44.68,192.168.7.149,6,56
2025-06-24 23:39:56,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:56,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:56,20.192.44.68,192.168.7.149,6,158
2025-06-24 23:39:56,20.192.44.80,192.168.7.149,6,158
2025-06-24 23:39:56,192.168.7.149,20.192.44.68,6,54
2025-06-24 23:39:56,192.168.7.149,20.192.44.80,6,54
2025-06-24 23:39:56,192.168.7.149,20.192.44.80,6,85
2025-06-24 23:39:56,20.192.44.80,192.168.7.149,6,56
2025-06-24 23:39:56,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:56,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:56,192.168.7.149,52.168.117.169,6,1183
2025-06-24 23:39:56,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:56,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:56,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:56,192.168.7.149,52.168.117.169,6,1354
2025-06-24 23:39:56,192.168.7.149,52.168.117.169,6,1018
2025-06-24 23:39:56,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:56,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:56,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:56,52.168.117.169,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,331
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:56,192.168.7.149,13.107.137.11,6,138
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:56,13.107.137.11,192.168.7.149,6,56
2025-06-24 23:39:57,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:57,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:57,52.168.117.169,192.168.7.149,6,501
2025-06-24 23:39:57,192.168.7.149,52.168.117.169,6,54
2025-06-24 23:39:57,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:57,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:57,13.107.137.11,192.168.7.149,6,1334
2025-06-24 23:39:57,13.107.137.11,192.168.7.149,6,385
2025-06-24 23:39:57,13.107.137.11,192.168.7.149,6,776
2025-06-24 23:39:57,192.168.7.149,13.107.137.11,6,54
2025-06-24 23:39:57,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:57,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:57,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:57,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:58,192.168.7.149,142.250.193.106,17,71
2025-06-24 23:39:58,142.250.193.106,192.168.7.149,17,71
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,113
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
2025-06-24 23:39:58,192.168.7.149,13.107.137.11,6,1354
